res_stname,res_state,res_puma,place_name,pop,real_wage_high_skill,real_wage_low_skill,nominal_wage_everyone,nominal_wage_high_skill,nominal_wage_low_skill,n_move_in_high_skill,n_move_in_low_skill,n_move_out_high_skill,n_move_out_low_skill,net_mig_low_skill,net_mig_high_skill
California,6,3700,Los Angeles County,2393352,92233.38242706131,41757.61192812313,83452.27211940092,120334.7004820296,60597.21287418403,124190,138414,125711,150579,-0.005082829437541991,-6.355103637074697e-4
Illinois,17,3400,Chicago City,1437698,100354.21956788932,45454.57558035867,89623.77816168369,123288.00059524414,61213.27764804718,93316,82546,97607,88734,-0.004304102808795727,-0.0029846323775925125
Massachusetts,25,390,Middlesex County,1294906,118749.62612279662,58268.18502963691,112421.62394719859,145525.83086386864,77381.56423316356,70977,57430,71902,57958,-4.077516051358168e-4,-7.143375658155882e-4
Texas,48,4600,Houston City,1223015,111465.96185886273,46394.586649076045,85885.61900537321,132029.89035834972,59487.68165459555,67651,109556,62844,107138,0.001977081229584265,0.003930450566836875
Arizona,4,100,Maricopa County,1037224,92640.78216592861,48385.89098411849,81465.33847470621,111842.75322106408,62522.413039793006,60342,98884,54468,95644,0.0031237225517342444,0.0056631932928663435
Colorado,8,190,Denver City,1010371,99780.0858249564,52638.12150713059,93562.81008201584,120942.24215650708,68574.04217210083,76988,75456,69276,72326,0.003097871969801192,0.007632839818244981
California,6,7300,San Diego County,800844,95329.2574660616,46302.702895514994,91830.44425115715,123891.57893470084,66575.59601924024,52765,52548,52414,58495,-0.007425915658979776,4.3828760657506333e-4
California,6,5900,Orange County,750286,110557.47760929119,55051.35475837219,107453.0268426474,142012.7121040244,77789.92267645188,49013,44983,48116,47052,-0.002757615096110017,0.0011955440991835114
Texas,48,2300,Dallas County,706139,100728.92214035068,41821.10777102454,78316.53984201801,122181.79748565653,54399.86291658447,46021,61605,43062,61977,-5.268084612236401e-4,0.004190393109571911
New York,36,4e3,NYC-Brooklyn Community District 18,656202,90689.96044864999,38629.2188925103,81549.0178216333,115069.77454945228,56176.08003196523,36179,22374,37861,27738,-0.00817431217826218,-0.002563235101386463
Washington,53,11600,King County,652961,112551.11750423272,57039.338910448496,110909.0490775704,138270.56997460366,75978.99037186225,57421,39328,52897,39865,-8.224074638454671e-4,0.006928438298765164
Florida,12,8690,Miami-Dade County,629873,84389.19597833355,35348.19276908565,71698.456505567,107100.94844583952,51374.0658719058,28050,40466,31295,46138,-0.009004989894788314,-0.00515183219474402
New York,36,3800,NYC-Manhattan Community District 8,560898,147423.66381185874,41298.691472827835,143337.81392759652,176269.56161718405,56333.5850676808,55319,9409,62215,14500,-0.009076516585903319,-0.012294570492317676
Nevada,32,400,Clark County,554370,82590.35540343066,46480.158714780104,72193.78897678535,100996.60653374263,61122.389053087136,23384,72596,21750,69415,0.005738044988004402,0.002947489943539513
New York,36,4100,NYC-Queens Community District 7,551883,82693.3086822811,45683.16238115625,80948.14242249157,104858.48279589062,65762.62830524487,21241,20992,23145,24394,-0.0061643500524567706,-0.0034500066137206618
Texas,48,2500,Tarrant County,529900,99588.6445759313,51784.25571820298,85782.05968411434,119988.11603637699,65715.39074317999,25767,49785,25087,46211,0.0067446688054349875,0.0012832609926401208
Georgia,13,1090,Atlanta Regional Commission,520677,102473.9237631908,38212.841427087376,92840.96884128267,124015.44442859248,51817.2911561135,39261,34237,39774,37332,-0.005944184206331372,-9.85255734361226e-4
Florida,12,1100,Broward County,495462,84428.03645449912,44801.15703644958,79788.83097784937,107550.85592332522,62116.04903051959,24263,43298,23646,41060,0.004516996258037953,0.0012453023642580057
California,6,8500,Santa Clara County,488890,145815.74259801133,60123.505995141866,140415.53704606878,180611.30398424607,84240.60762830121,40191,18366,38848,20366,-0.0040908997934095605,0.0027470392112745197
California,6,6500,Riverside County,471852,85541.74000381614,46379.81951613143,76626.6189917743,110462.4068542232,64756.990989751444,13942,41737,13059,39862,0.00397370361893136,0.001871349490942075
Texas,48,5900,San Antonio City,450642,86422.47042843146,44941.63062337161,73975.37936969925,104980.9966242095,57180.046699797356,23281,43742,23125,40964,0.006164538591609304,3.461727934813e-4
California,6,7100,San Bernardino County,428343,81411.21533245083,46546.431417694206,74344.06404421426,104637.66039620056,63560.27954166856,11922,37880,13310,37192,0.0016061894323007497,-0.0032403937965602334
California,6,100,Alameda County,423331,112386.13299807157,54173.76914181932,110681.47220366204,142459.18772156723,74724.66364622259,30134,18370,28200,20361,-0.004703175529313941,0.004568529117877028
Michigan,26,3200,Wayne County,419934,90225.93170238702,41227.85658271413,68993.10481749891,107028.65485480896,52483.57372793589,13243,36493,14677,38427,-0.00460548562393138,-0.0034148223292231636
Minnesota,27,1400,Hennepin County,381750,108790.44196641922,52315.732655416126,102436.61575130711,130246.68780068182,67463.99161017357,27367,21888,27926,22840,-0.0024937786509495745,-0.001464309102815979
Pennsylvania,42,3200,Philadelphia City,378282,80474.66821884782,38543.36850542963,67420.54575462347,98111.12909027278,50321.850786687246,22534,21219,24167,22861,-0.0043406770610285444,-0.0043168852866380105
California,6,6700,Sacramento County,375622,92247.98332005474,44145.22328102306,80242.54846301202,114151.56657678087,60642.36961989444,20024,36367,18295,33660,0.00720671313181869,0.004603031771302
Ohio,39,4100,Columbus,375028,87953.49335949651,43827.735300910535,79598.66010438024,105816.264902247,56595.06652995808,24825,29939,23996,28018,0.005122284202779526,0.0022105016158793477
Texas,48,5300,Austin City,368053,97145.34687568665,45965.89218929435,92146.44210128405,119686.20839363242,60996.81065423444,35293,25839,33566,24688,0.003127266996872733,0.004692258995307741
Florida,12,5700,Hillsborough County,365284,91960.35849093183,44607.201747418585,79657.82579769283,111749.37257543887,58451.41364113864,21364,32687,19998,31956,0.002001182641451583,0.003739556071440304
Ohio,39,900,Cuyahoga County,353174,93685.53827511925,41243.10408981854,75666.3138525446,111048.59474534544,52857.12185762199,15797,27224,17054,27812,-0.0016649017198321508,-0.00355915214596771
Pennsylvania,42,1700,Allegheny County,350248,97319.98132478274,48737.72995466252,86275.83356229798,114226.85669893448,60237.75089929972,19661,19210,20328,18809,0.001144903040131564,-0.001904364907151504
Michigan,26,2900,Oakland County,349305,112950.07956757625,53415.68583010871,104443.65931634167,133597.27292066655,67942.91704775784,23039,18187,20668,18534,-9.93401182347805e-4,0.006787764274774195
Florida,12,9500,Orange County,344740,83588.77394513901,40977.91534521261,73612.12931406168,102551.14028828754,54960.085582511085,18356,30218,19112,28883,0.0038724836108371525,-0.0021929570110808144
Virginia,51,59300,Fairfax County,337348,136181.79891329058,63766.60714101439,142564.88351981316,167216.79461646886,86616.32764047263,29322,11996,28693,13869,-0.00555213014453917,0.001864543438822818
Florida,12,9900,Palm Beach County,328695,91190.52062547657,45489.35229436992,82242.739780574615,113571.40509918057,62257.907601770276,18235,28119,16756,26506,0.00490728486895146,0.004499612102404965
New York,36,3700,NYC-Bronx Community District 9,322291,66267.25174857353,31865.56490585983,56107.045674849855,84337.68116142094,46929.75244824285,6997,19671,8421,21454,-0.005532267422919039,-0.0044183672519555305
New York,36,3300,Suffolk County,320093,119920.6420639566,67914.15848995403,120379.46829703069,153505.0542617126,95314.95884925115,8430,8935,10277,10837,-0.005942023099536697,-0.00577019803619573
North Carolina,37,3100,Charlotte City,317816,101621.0828121113,42309.79525834418,88755.76525889369,120982.9870731014,55513.15470408182,27181,24244,23600,21117,0.009839026354872,0.01126752586402195
North Carolina,37,1200,Wake County,304203,101329.50152351275,49833.038611647076,97400.59830614834,120773.33221020638,64015.4808586213,23437,19961,20272,19026,0.003073605454252588,0.010404236644609028
New Hampshire,33,290,Hillsborough County,300827,100317.58185619136,56739.784948767556,96130.1032438001,123829.67313919004,75175.463887193,13063,18750,12610,17610,0.0037895534642834587,0.001505848876596848
Maryland,24,1e3,Montgomery County,290338,133714.8793125904,58051.27278395511,134734.08898211922,163688.59153008275,79866.69074093318,22659,10871,21798,12145,-0.004387989171241794,0.002965509165179894
New York,36,3200,Nassau County,289649,135180.40974612013,72400.35701247209,138776.05148086944,171520.4615522428,101534.05630693733,10296,8038,10458,9113,-0.003711388611733512,-5.592976326519339e-4
Missouri,29,1800,St. Louis County,279040,108181.76872566734,50754.26784343822,96197.26911190782,128006.74288881024,64232.98442618348,14154,18028,14103,18543,-0.0018456135321100917,1.8276949541284405e-4
Wisconsin,55,40100,Milwaukee City,273798,81540.2665354805,39778.0113657643,70011.18156919525,98901.81137303723,52439.70411561164,14012,23415,15114,23729,-0.0011468308753168394,-0.0040248650464941305
Utah,49,35e3,Salt Lake County,273349,91724.1615784898,54790.25054011409,85967.36826934447,110536.62570085804,70188.84939919894,14880,20886,13508,21123,-8.670234754837222e-4,0.005019224507863573
California,6,7500,San Francisco County,270577,132297.32586779573,52337.306118248904,133583.95177819725,163741.29725152388,72855.64246023579,23920,6810,26260,8576,-0.006526792742916065,-0.008648185174645296
California,6,1300,Contra Costa County,269515,123436.71375021298,58093.58728565082,116382.11450478752,157118.10117967788,80270.59430475344,14074,16220,12292,14606,0.005988534960948371,0.006611876889969019
Indiana,18,2300,Marion County,265350,80771.7801811004,39108.04415307672,66707.46540337919,95572.41480551031,50080.28876414322,11742,21039,12976,21380,-0.001285095157339363,-0.004650461654418693
New York,36,3100,Westchester County,259273,146817.62714698282,56738.02955460413,137904.31191714236,183541.34523990474,80345.48217138475,13015,11048,12487,10407,0.0024722975396589695,0.0020364634960061403
Texas,48,1900,Collin County,258054,116171.07782902537,62964.605274719914,114933.95575673801,139160.53496421804,80766.07614293734,17783,13489,16034,13249,9.30037899044386e-4,0.006777651189285964
Illinois,17,3200,DuPage County,254698,118792.72085237048,58986.36320900123,114136.06127547071,144420.96576089974,78086.38227717104,16315,11480,15834,12115,-0.0024931487487141633,0.001888511099419705
Tennessee,47,3200,Memphis City,254063,92779.64441397636,38692.88997827124,74152.73265674432,111310.97143382145,50932.36170438285,10457,23928,10824,24892,-0.003794334476094512,-0.0014445236024135746
Arizona,4,200,Pima County,248966,81365.53115722242,41847.78554114994,70485.40901791376,98039.08120295925,54354.70651071026,13246,26653,13025,27289,-0.0025545656836676494,8.876714089474065e-4
Oklahoma,40,1290,Tulsa County,246016,89301.94008129433,46389.25245550741,74278.45569074509,105580.45682633299,57329.57649617649,9865,24256,10420,22878,0.005601261706555671,-0.002255950832466181
Florida,12,3100,Duval County,245405,83811.77738921999,43255.310630811764,72472.89324574485,101856.37533041094,56408.92787132446,12449,24930,12217,23488,0.005876000896477252,9.453760110837187e-4
Maryland,24,1100,Prince George's County,243638,94213.85113255541,59136.81113334613,95902.078704459607,119446.18641741027,79917.07594323675,10545,19612,11366,18377,0.005068995805252054,-0.003369753486730313
Connecticut,9,300,"West Hartford, Farmington, Simsbury, Bloomfield, Avon & Canton Towns",243501,111123.70856986214,52616.05752943607,99025.170319448807,134672.857751482,69720.64380950593,10545,13569,11124,14210,-0.0026324327210155195,-0.002377813643475797
Florida,12,10300,Pinellas County,242979,84481.08757348469,43891.624970062534,74355.26471186901,103585.41129598154,57727.774843659914,12671,22330,10758,20356,0.008124158877927723,0.007873108375620939
Connecticut,9,100,Stamford & Greenwich Towns,242027,155517.73758858268,52701.52896043497,137257.23377645342,191829.41691929134,74971.69818463681,14853,10591,14792,11173,-0.0024046903857834045,2.5203799576080355e-4
Oregon,41,1325,Portland City,241352,83618.71583707226,42674.47403932888,81549.61324091438,104457.36761828896,58030.765000902036,20139,16592,19074,17039,-0.0018520666909741788,0.004412642116079419
New York,36,1200,Erie County,239258,87363.24795055963,50777.56552640551,79446.41164443479,103711.63712849928,62730.22128876028,9654,12925,10391,13097,-7.188892325439484e-4,-0.003080356769679593
New Jersey,34,300,Bergen County,236379,125651.67251360847,63462.74794254164,127230.50999994905,158192.88098272315,87858.52209091015,12365,7723,12670,7370,0.0014933644697710034,-0.001290300745836136
Ohio,39,5500,Hamilton County,235201,98044.20269254425,44453.65049743558,82347.2537544857,116637.36532495046,56509.0695173948,12179,20238,12212,20309,-3.018694648407107e-4,-1.4030552591187963e-4
Georgia,13,4007,Atlanta Regional Commission,230885,87499.25895519498,48256.4264541171,81704.83909366594,106483.61414243116,63170.282819017455,10063,14857,10121,14807,2.165580267232605e-4,-2.512073109989822e-4
Massachusetts,25,3300,Boston City,224517,103081.04974554238,42496.81827133065,94191.51990397206,127721.84572350992,59841.73979070149,21208,9200,23147,10592,-0.006199975948369166,-0.008636317071758486
Michigan,26,3e3,Macomb County,223772,88582.0457124022,54705.848487105024,80182.41481983598,105092.3825789775,68301.94658326507,6391,16259,6445,16173,3.843197540353574e-4,-2.4131705485941048e-4
Connecticut,9,900,New Haven County,222166,100305.45584209962,50590.796820093325,92043.75248206311,124484.9710310219,68830.25001440175,8757,12515,9409,12803,-0.001296327970976657,-0.002934742489849932
Texas,48,2e3,Denton County,220665,105954.07845830018,61868.90195470059,103265.38813419228,128613.20051595349,78754.69059882098,15904,18564,12850,14858,0.016794688781637323,0.013839983685677385
Georgia,13,3e3,Atlanta Regional Commission,220300,101351.86534943715,50311.60775405119,95076.83369323616,120846.83767589118,64819.70622168986,15606,17699,13129,15953,0.007925556059918293,0.011243758511121199
Pennsylvania,42,3100,Montgomery County,219976,120157.52683513839,57880.731328819194,114945.83318450222,145312.2312876053,76834.00471971203,12421,8856,12168,7357,0.0068143797505182385,0.001150125468232898
Maryland,24,500,Baltimore County,218180,104494.82896251597,56878.727180730515,97537.23296264777,126243.71552367578,73617.33282032362,10010,12140,10352,11766,0.0017141809515079291,-0.0015675130626088551
District of Columbia,11,100,District of Columbia,217809,119715.94112320624,40769.099202363366,117005.00349790322,147697.67085293596,55588.23562776957,24300,6953,25036,9143,-0.010054680936049474,-0.0033791073830741615
Hawaii,15,300,Honolulu County,216588,85575.58929663608,59346.48031239831,95761.11950287413,113310.9117955439,82237.95067158903,12301,16022,13418,17060,-0.004792509280292537,-0.005157257096422702
Kentucky,21,1700,KIPDA Area Development District,216142,93173.75346565359,43854.2847940822,77115.49532169563,109827.3270429524,55198.173835348876,10561,17012,10539,17288,-0.00127693830907459,1.0178493767985862e-4
Washington,53,11500,Pierce County,214216,89146.14585858586,52801.505716814645,81896.97865452642,110282.05348219033,69716.84977506867,9284,20860,7971,19487,0.006409418530828696,0.006129327407850021
Tennessee,47,2500,Nashville-Davidson,209854,78854.08054285072,38835.3427376694,71594.73459929765,96271.94980880257,50868.24842561338,16688,16302,14912,15871,0.0020538088385258324,0.008463026675688812
New Jersey,34,900,Middlesex County,209666,109259.41359316367,60847.360126824846,109008.90140172215,135935.49762107947,82257.4314135396,10510,7524,11754,8232,-0.00337679929029981,-0.00593324621063978
Oklahoma,40,1e3,Oklahoma County,208714,95342.00953406663,43582.71474911766,77473.69183022401,112678.60566041067,54698.72507452799,10116,22435,10844,21129,0.006257366539858371,-0.0034880266776545895
Washington,53,11700,Snohomish County,207457,100117.24434181707,61863.2665305132,97047.64902252781,123714.51197853881,81168.26386136611,8934,17422,7198,16098,0.006382045435921661,0.008367999151631422
California,6,1900,Fresno County,203911,88250.7554306285,39230.52178859733,67950.40046793521,107953.00234238233,53300.79213696206,5459,20950,5272,20927,1.1279430732035054e-4,9.170667595176327e-4
New Jersey,34,1300,Essex County,203727,120540.59020654019,40080.64483274058,95427.68445227071,151131.29635688188,57866.43546208958,7389,12479,8121,13322,-0.004137890412169227,-0.003593043631919186
New Jersey,34,600,Hudson County,201042,109292.79250203053,42852.477085076884,95586.86348811204,135262.25293891336,60806.90475536181,14968,8782,17642,9414,-0.0031436217307826224,-0.013300703335621413
New York,36,900,Monroe County,199488,93003.66402162287,46043.06599565634,82264.31984524764,110808.51477177463,59204.85521122813,9739,12158,10255,12508,-0.0017544914982354828,-0.002586621751684312
Iowa,19,1490,Des Moines City,195960,94184.97668327989,53973.14398075767,86292.10790820516,111610.12407542618,67108.87694527961,10560,15591,9311,14346,0.006353337415799143,0.006373749744845887
South Carolina,45,1200,Charleston,195378,83901.22401313586,44390.85549767947,77181.2386851457,103819.9826754239,57556.6361829762,11792,16169,11250,15467,0.003593035039769063,0.002774109674579533
California,6,8100,San Mateo County,194439,141054.1226413954,61334.66130729654,136740.45580072116,177501.74719868487,87451.68013330216,14692,7008,13625,7969,-0.004942424102160575,0.0054875822237308355
Missouri,29,1e3,Jackson County,193594,86246.26915250406,43338.28552893444,72642.03983446858,102710.6051362249,55094.9076055285,9021,15620,8440,16492,-0.0045042718266061965,0.0030011260679566514
Colorado,8,4100,El Paso County,192678,83835.19691592433,45904.366293328974,79215.43802506436,103410.0134684317,60637.64883093525,12113,20430,10983,19406,0.0053145662711882,0.005864706920354166
New Mexico,35,790,Albuquerque City,190160,79076.96816493453,41389.11259590351,69588.72862424346,95456.6669605673,53703.693938207034,10223,15616,9693,14516,0.005784602440050484,0.002787126630206142
California,6,11100,Ventura County,188406,104608.86621377591,54323.75309401786,100113.24452413719,134850.53397540632,77511.81114741624,8335,12121,8002,12437,-0.0016772289629841937,0.00176745963504347
Illinois,17,3300,Lake County,182304,132879.80562952743,57426.499835697854,119671.89510626948,162247.8525974474,75586.16483076879,8826,10628,9244,11138,-0.0027975250131648238,-0.0022928734421625418
California,6,2900,Kern County,181962,98527.04705495229,44604.40031851609,71008.15439685002,118797.89141164857,58763.11156494449,5171,19521,4446,18728,0.004358052780250822,0.003984348380431079
Pennsylvania,42,2890,Northampton,181552,99068.14985054536,49744.80897848904,83968.15342051286,119674.27064156621,65223.83331601372,5805,11921,5082,11997,-4.186128492112453e-4,0.0039823301313122415
Texas,48,3300,El Paso City,180348,71917.81265975404,37597.26045549524,59986.8567447168,87298.89874608151,48094.10096916115,6110,14664,6264,16603,-0.010751436112404906,-8.539046731873933e-4
Alabama,1,1300,Jefferson County,177160,94776.10108330936,42282.374900643576,77405.78082623293,113038.72012271115,53580.2898259019,9163,13953,9918,13969,-9.031384059607135e-5,-0.004261684353127117
Kansas,20,600,Johnson County,174485,108709.94075046905,57924.233454086614,107929.91706304325,129134.21917448405,73428.04564881146,12505,10946,11585,10363,0.003341261426483652,0.005272659540934751
Idaho,16,490,Ada County,171531,82911.47452677353,43635.83448319354,72121.08533483364,99234.62928461801,56078.32095604465,8295,15354,7681,14004,0.007870297497245396,0.003579527898747165
Texas,48,4900,Fort Bend County,170879,127794.37417025262,66345.1862637107,120176.89059830297,152210.3483785141,83566.30161192734,8419,7804,8678,7854,-2.926047085949707e-4,-0.0015156923905219482
Ohio,39,290,Toledo City,170848,89123.80218749229,46820.64794455892,73219.82379681243,105332.5565019875,58246.79591789748,5849,15800,6700,15129,0.0039274676905787604,-0.004981035774489604
Massachusetts,25,290,Hampden County,170282,86274.96174552136,50385.89365514719,81375.95719624798,105539.96305006891,65344.67763759371,6141,10452,6658,10571,-6.988407465263504e-4,-0.0030361400500346484
Michigan,26,1e3,Kent County,169034,88699.64776225212,46323.38543991623,78111.39765423782,104773.2509561032,58421.18076107024,9075,13192,8279,12303,0.005259296946176509,0.004709111776329023
Illinois,17,3100,Will County,167140,109747.94298136646,61102.08458626541,101912.91447812885,134773.59905944986,79939.23998148786,4301,8405,5517,8298,6.401818834509992e-4,-0.0072753380399664955
Maryland,24,800,Baltimore City,164892,85891.972406639,38671.61755916552,73404.82071763449,105191.14468879667,51705.82748169445,10100,12597,10759,12629,-1.9406641923198215e-4,-0.0039965553210586325
Oregon,41,1327,Washington County,161999,99102.37813470582,50131.611260353704,92314.19016175567,120319.07732718076,67082.56511241166,10677,11844,9563,11032,0.005012376619608763,0.00687658565793616
Kansas,20,1300,Sedgwick,160926,87544.74730760342,45624.132745031486,73302.17122479055,103312.27474000462,56978.84179960025,5991,12778,6619,12717,3.7905621217205424e-4,-0.003902414774492624
Nebraska,31,900,Douglas County,160687,92445.23633153654,46569.00143954711,83241.942434039,110710.145521477,59586.632494945414,9255,13216,9880,13268,-3.2361049742667423e-4,-0.0038895492479167574
Pennsylvania,42,3e3,Bucks County,160672,121221.28341993387,61371.29833030441,112635.46399187708,147661.14511100613,81052.07848705135,6617,6493,6905,6715,-0.001381696873132842,-0.0017924716191993627
Rhode Island,44,100,Northeast Rhode Island,160012,93098.29206479207,46909.766678158936,80295.21589038907,113513.57871507872,62316.21773339572,6424,9847,7387,11184,-0.008355623328250381,-0.00601829862760293
New Jersey,34,1100,Monmouth County,159410,124523.93474242785,64071.12278784567,122806.16642351136,156684.51499523016,88309.75369577756,6386,6524,6994,6532,-5.01850573991594e-5,-0.0038140643623361145
Wisconsin,55,104,Dane County,159370,93035.71420160515,49360.62398274892,91194.8526791774,113042.96120355737,64753.43845865367,10833,9645,11700,9320,0.002039279663675723,-0.005440170672021083
Maryland,24,1200,Anne Arundel County,154442,117941.96457326892,69266.40868642338,116755.6489016622,144700.7548698769,90403.88622744713,9066,8505,9379,8494,7.122414887142099e-5,-0.002026650781523161
California,6,7700,San Joaquin County,150779,88146.50387069974,46923.32026254165,74535.91081045922,111684.1139307428,63460.958468431956,3946,14100,4216,13212,0.005889414308358591,-0.0017907002964603824
Minnesota,27,1300,Ramsey County,150730,95992.78624016247,48120.311023332724,88535.44870227057,114886.61498567439,61837.64572845857,10124,10080,9712,11238,-0.00768261129171366,0.002733364293770318
Texas,48,6800,Hidalgo County,147656,77580.22865711429,34415.068716750415,55725.32296118271,92122.48283905364,43335.45048151635,3141,10773,3304,12269,-0.010131657365769086,-0.0011039172129815246
Maine,23,790,South Maine,147125,85924.57127847274,48377.519548108656,82430.41660570915,105806.36244870447,63720.83238131506,8510,9027,7006,9115,-5.981308411214954e-4,0.010222599830076465
Delaware,10,100,New Castle County,145928,101227.07622011265,55053.849709861475,93755.38867730222,121284.67491235671,71162.21332859198,7651,9481,7313,8842,0.0043788717723809,0.0023162107340606326
Ohio,39,4600,Montgomery County,143974,86007.71399153415,41760.089639497986,69396.29369436343,101914.6766960302,53144.074601904,5329,14431,5596,13696,0.005105088418742273,-0.0018545015072165807
North Carolina,37,1700,Guilford County,141322,85924.70696598216,40020.07984305421,72468.9286545208,102555.35283778673,51413.67832342042,6058,9258,6910,9923,-0.004705566012368916,-0.006028785327125289
Alabama,1,290,Limestone & Madison,141175,99198.15222437137,44205.88340213015,81710.75214186092,115457.03139909735,55037.72603577434,7143,11171,6661,10801,0.002620860633964937,0.0034142022312732426
New York,36,700,Onondaga County,140855,90953.1868388604,48782.58302703829,80602.89637479282,108465.17827243819,61436.668115057815,5480,7958,6202,7787,0.0012140144119839552,-0.005125838628376699
Ohio,39,1800,Summit County,140678,95554.19133001454,45778.171605999276,78549.83517100562,112125.04995814794,57421.399573064235,5203,6135,5350,6450,-0.0022391560869503405,-0.0010449395072434922
South Carolina,45,100,Greenville County,140145,89081.84917116423,43185.0996918192,74024.30907216885,105477.19439090208,53705.84698356369,7517,9982,7046,9848,9.561525562809947e-4,0.003360804880659317
Tennessee,47,1600,Knox County,139908,87266.36683787405,44542.45920126303,75542.25495774568,103332.04053148728,55494.46287435761,6938,9736,6930,9451,0.002037052920490608,5.7180432855876716e-5
Pennsylvania,42,3300,Delaware County,138053,114092.48780393522,54669.88459365289,101341.57721823789,138733.53546716148,70977.99722196064,5633,5378,5947,5643,-0.0019195526355819867,-0.0022744887832933727
New Jersey,34,1800,Union County,135400,127514.7929269833,50194.07996211195,107062.78614076515,158210.89170532,71179.56450134442,4836,7441,4601,7145,0.0021861152141802067,0.0017355982274741507
Pennsylvania,42,3400,Chester County,135277,132898.64438946432,60480.20218970418,125987.42254084162,159919.44587700156,79496.37113380356,6687,4521,6956,4544,-1.7002151141731411e-4,-0.001988512459619891
Florida,12,7100,Lee County,135010,79866.62629860493,42148.3779803053,68110.04685631848,97957.45087563075,55342.30416748963,5168,12650,4642,11347,0.00965113695281831,0.003896007703133101
Michigan,26,1700,Genesee,134996,80949.61524751755,42749.90098092426,65512.54154939146,96469.89793765686,54245.67191326564,3162,12356,4055,12389,-2.444516874574061e-4,-0.006615010815135263
Virginia,51,51256,Prince William County,134856,111555.10759733147,67286.49441901997,113070.9807442603,138661.32295130938,89165.42889831454,5419,8968,6996,9504,-0.0039746099543216465,-0.011693955033517233
Pennsylvania,42,3500,Lancaster County,132987,92378.98521945505,49850.115338914395,78381.01270645663,110168.05422537327,64094.0122873346,4541,8013,4053,9033,-0.0076699226240158815,0.003669531608352696
Texas,48,4500,Houston-Galveston Area Council,130976,130531.0422148701,58889.68378299024,104730.5898381806,153577.81146931343,73663.45091834404,6946,9201,5428,9104,7.405936965550941e-4,0.011589909601759102
Texas,48,5200,Capital Area COG,130917,91880.04785193494,57638.737815723944,91930.93134607504,112523.39654514863,73789.71753824262,9568,10758,6617,8801,0.01494840242290917,0.022540999259072544
Louisiana,22,2390,Regional Planning Commission 4,129714,87912.28457196613,45874.05322704361,71739.4158720274,104864.0758634592,58235.10976879246,3554,9818,3879,9691,9.790770464252125e-4,-0.0025055121266786932
Florida,12,900,Brevard County,129432,82808.20650297868,41291.272715483006,71123.42470468911,100505.55208507321,54013.42130432668,5190,10737,4980,10916,-0.001382965572655912,0.001622473576858891
New Jersey,34,1500,Morris County,128854,141912.0130614648,70930.28389315603,143228.47685750213,175192.1059016749,95929.04817150063,6779,3294,7227,3398,-8.071150294131342e-4,-0.003476803203625809
Virginia,51,51100,Virginia Beach City,128806,86790.22090847457,50849.77387809531,85342.57486683982,109871.07167457628,68590.6196173578,6940,11855,7429,11714,0.001094669502973464,-0.0037964069996739283
Illinois,17,3e3,Kane County,128646,111363.32097689703,56385.65969252293,98132.7219963713,136473.6457130054,73647.7822699884,4743,8311,4457,8068,0.0018889044354274522,0.0022231550145360135
South Carolina,45,600,Richland County,127782,75044.97894913708,39130.709482068814,67882.14244327412,91025.70941648065,50347.69595184404,5707,9530,6292,9604,-5.791112989309918e-4,-0.004578109592900409
Florida,12,10500,Polk County,127116,75414.27008460762,41879.88058696244,63685.808307779254,91094.45715283707,53565.703896364445,3813,12120,3757,11877,0.0019116397621070519,4.40542496617263e-4
New Jersey,34,2100,Camden County,126417,102919.52818355833,52273.179896538,92309.2122033766,127476.41927765464,70084.32100278551,4902,7401,4633,6952,0.003551737503658527,0.002127878370788739
Minnesota,27,1500,Dakota County,124176,111761.18950527384,62667.134088016355,103794.95868151319,132098.23703605632,79059.20119952173,5377,7910,5457,8260,-0.0028185800798866127,-6.442468754026543e-4
California,6,9700,Sonoma County,123168,86164.33310176179,50641.972698518395,86827.62895602566,112501.11618407158,71447.47061761278,5729,8387,4934,8062,0.0026386723824369965,0.006454598597038192
Florida,12,3590,Volusia County,123086,72146.37939333741,38736.57085971577,61305.89706517492,88387.60968062347,51331.35211763051,3577,9641,3681,8941,0.005687080577807387,-8.449376858456689e-4
New Jersey,34,1200,Ocean County,123006,92388.13156098948,56597.19193317782,92259.26877921566,118323.37193630936,78463.27949431862,3547,7157,3743,6944,0.0017316228476659675,-0.0015934182072419231
Washington,53,10500,Spokane County,120134,81201.76162022768,45417.01971399387,72593.15401267976,98260.0929618215,58698.74943820225,5313,10741,4521,9021,0.014317345630712372,0.0065926382206536035
Indiana,18,100,Lake County,120121,85392.45024666545,51988.10886421914,75371.38691994983,101436.82737072904,64419.235309472264,3507,10362,3372,10388,-2.1644841451536368e-4,0.0011238667676759268
Nevada,32,100,Washoe County,119288,86237.25111150008,47263.05097451274,76660.5627219217,105544.5739191318,61757.07868354979,5896,12502,5467,11497,0.008424988263697942,0.0035963382737576287
New Jersey,34,2e3,Burlington County,117079,113941.22336325716,61871.95086727287,109297.99851752022,140878.008455749,82686.52533048062,4302,5389,4655,6273,-0.007550457383476115,-0.0030150582085600322
Washington,53,11100,Clark County,115906,90066.34048699959,53482.7763915714,83318.55424220365,110116.80767643417,69760.65518261385,4072,10857,3995,10435,0.003640881403896261,6.643314409952893e-4
